"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"4wWBRRqFhyn6rbG5WNRTO4NxBPUEYpzXpZL6TpjiefFxG4lnf-JNjScP9R2VAQNQ","651","15","2024-07-04 04:32:44","2024-07-04 04:41:03","2024-07-04 04:41:03","","I was at a cafe in Port Coquitlam and I was catching up on my two summer session classes. I was with my partner for a bit, just chatting over coffee, then he left and I was alone to do my work.","3","9","2","1","1","7","3","5","5","1","8","7","8","2","10","10","1","8","9","10","3","9","2","8","1","5","9","6","I typical week in my life consists of going to a cafe to watch my lectures and do my work, usually alone. In my free time, I will meet with my partner to eat or exercise together. I go climbing three times a week with my partner and go play ultimate with a group of people from my high school. I attend church twice a week, in which I interact with other peers, mentors, students that I mentor.","7","6","1","6","1","7","2","2","5","8","10","3","9","4","9","10","1","9","10","10","6","10","4","7","2","1","9","8","nervous,relaxed,irritable,tidy,passive,aloof,traditional,trustful,assertive,conventional,lazy,artistic,subordinate,blue,suspicious,balanced,sociable,kind,reliable,organized,thoughtless,carefree,polite,sympathetic,curious,diligent,active,enthusiastic","aloof,conventional,subordinate,suspicious","6, 10, 13, 15","Because I've never heard of the word or I don't understand the word in this specific context."
"I0oDBpS9mfTmjRUB-KtJMk9nsiVINZZ2iT5PWNqM-BDPpqj-V65uqZQ6yWSMhWdy","659","15","2024-07-04 06:01:05","2024-07-04 06:10:20","2024-07-04 06:10:20","","Went on a 30 minute run around the neighborhood by myself. Listened to music on my phone. ","1","7","6","1","1","5","6","9","1","10","1","9","7","1","9","10","1","7","5","1","1","5","1","2","1","1","1","1","Currently on maternity leave. Older daughter is in preschool 2 days a week. I do some shopping, clean the house, study schoolwork. We go to the park a few times a week and visit with friends a few times a week. I workout at home or go on a run 2-3 times a week. Grocery shopping 1-2 times a week. We go to visit family 2-3 times a week. ","6","3","1","3","5","4","10","9","1","8","1","8","8","5","8","9","2","10","10","10","3","10","7","10","2","2","3","7","aloof,artistic,active,enthusiastic,suspicious,kind,reliable,tidy,conventional,thoughtless,subordinate,passive,sympathetic,nervous,relaxed,blue,lazy,trustful,curious,balanced,carefree,diligent,organized,assertive,sociable,irritable,traditional,polite","aloof","1","It is not a word I common use or hear and unsure about the meaning. "
"1KnpWdlMjKLnCI-Mot63I12xzhPFhTYefmrZOMLqy0dpS7gc9OsMQiWerY3wKtnD","663","15","2024-07-04 06:13:13","2024-07-04 06:17:32","2024-07-04 06:17:32","","Went for a 30 minute run around the neighborhood and listened to music on my phone by myself. ","2","3","3","1","2","7","9","9","1","10","1","8","7","2","8","9","1","8","8","9","1","6","7","8","2","1","2","1","Currently on maternity leave. Older child in preschool two days a week. Grocery shopping 1-2 times a week. Physical activity at home or on a run 2-3 times a week. Typically go shopping, do household chores, outdoor activities, and study homework. Visit family 2-3 times a week. ","3","3","1","1","6","5","10","8","2","8","1","9","8","2","9","9","1","10","10","10","2","9","8","10","2","1","3","8","kind,suspicious,balanced,organized,active,artistic,conventional,aloof,trustful,diligent,thoughtless,irritable,relaxed,curious,enthusiastic,sociable,polite,tidy,passive,nervous,carefree,blue,subordinate,sympathetic,traditional,assertive,reliable,lazy","aloof","8","It is not a word I often use or hear and therefore an unsure of its meaning and context. "
"J2cJzdl0AIfeKKI8RhhDlcbK4plBD_aSBBSS6bjHPCuwmf7TfwwnrD2HRw6cWHte","669","15","2024-07-04 06:31:27","2024-07-04 06:39:26","2024-07-04 06:39:26","","About an hour ago, I was moving some blazers and coats into our new apartment. I was accompanied by my mum, brother, and dad. Together, we all worked to haul some easily organizable things into the new apartment before we rent a truck to take the larger items, such as the beds, sofas, and tables. ","6","3","3","5","8","7","4","5","5","8","3","5","3","1","7","5","2","10","10","5","1","9","1","10","1","5","5","5","A typical week in my life revolves around going to university on the weekdays where I attend class, meet with friends, and complete most of my homework. I usually have lunch at UBC with one of my friends and always call my mom sometime during the day to catch up. On the weekends, I spend Saturday at my mom's office where I typically study and have lunch with my mom. Finally, Sundays are when my family and I do most of the cleaning in the apartment, as well as grocery shopping.","8","5","2","5","7","6","6","6","4","7","4","6","5","4","6","6","5","8","8","8","2","7","3","9","1","5","5","3","polite,lazy,aloof,artistic,subordinate,balanced,nervous,curious,thoughtless,relaxed,assertive,trustful,tidy,blue,passive,kind,active,diligent,enthusiastic,carefree,organized,sympathetic,reliable,suspicious,sociable,traditional,irritable,conventional","","",""
"YkplgTQRQ4Le23RNC2e7kFUrdhWKnbqM5j4kmtKWnUVvH0Mr4VSoC42B9Dlqp86M","672","15","2024-07-04 06:36:48","2024-07-04 06:50:01","2024-07-04 06:50:01","","An hour ago, I woke up, brushed my teeth, had a cup of coffee, and fed my cat.","1","8","8","1","1","4","1","1","3","4","1","3","1","1","6","5","1","4","6","5","4","1","5","4","1","1","4","6","I stayed at home most of the week because it was too hot outside. I go to the supermarket once a week. I talk to my mom a lot and my cat. If I am free on the weekend, I will fly to Hong Kong to visit my boyfriend.","1","8","8","1","1","4","5","4","4","4","3","4","4","1","7","5","1","5","4","2","6","3","4","5","2","1","4","4","blue,enthusiastic,balanced,organized,reliable,tidy,passive,relaxed,artistic,aloof,trustful,diligent,active,polite,irritable,curious,thoughtless,sociable,nervous,subordinate,conventional,carefree,assertive,suspicious,lazy,traditional,sympathetic,kind","artistic,subordinate","9, 20","I'm not sure how people feel artistic, if they do activities related to art, will they feel artistic, such as painting and so on."
"yT7sIADfzbhmjnD4vWpWSjIi02GtspDVH533BFkGmlzybEtIZP5yOwLx7hROKPOc","681","15","2024-07-04 06:56:14","2024-07-04 07:03:34","2024-07-04 07:03:34","","I was at the gym talking to my friend and brother after I was done my workout. My brother does not know my friend that well as he is a personal trainer at the gym and this was the first time all of us were talking together. My brother was waiting for a machine to get free while he chilled with us and I was done my workout so I was chilling with him and my friend. ","1","8","8","1","1","8","10","3","1","7","1","8","2","4","7","6","1","5","4","2","3","2","5","5","1","5","3","2","A typical week in my life consist of going to my summer class and talking to my friends there, finishing up the assignments at home, going to the gym everyday in the evening, hanging out with my friends every 2-3 days but FaceTiming them every night, talking to my parents everyday after they are done working and we are all home in the evening, and getting ready every single day with a set routine. ","1","5","6","1","3","7","10","4","3","9","1","8","2","1","8","5","1","4","8","7","3","5","2","5","1","2","5","4","sociable,balanced,relaxed,kind,diligent,lazy,conventional,artistic,trustful,aloof,traditional,blue,passive,active,organized,nervous,irritable,thoughtless,curious,subordinate,assertive,sympathetic,suspicious,tidy,enthusiastic,polite,carefree,reliable","","",""
"Ow_jYjre6k3ixkjdlnQHM2YQ6zuG0b3G_oHi-6AfOEjO19vfZiGQYwp3aILr5lQM","684","15","2024-07-04 07:01:25","2024-07-04 07:06:38","2024-07-04 07:06:38","","I was at home and did my readings for summer class. My family was with me and we just got out of a disagreement. ","4","3","3","7","9","3","5","7","5","4","8","4","4","6","5","5","7","5","6","4","8","7","6","5","5","4","5","6","I go to Costco with my family to buy grocery and go out with my friends. I mostly stay home if not any of those activities. ","2","8","8","2","2","8","7","4","6","7","4","8","8","6","9","7","2","7","7","7","7","2","4","8","7","7","7","3","nervous,subordinate,passive,balanced,relaxed,lazy,active,traditional,curious,trustful,sociable,conventional,thoughtless,sympathetic,organized,aloof,reliable,polite,enthusiastic,kind,carefree,irritable,assertive,suspicious,blue,tidy,diligent,artistic","subordinate,traditional,conventional,aloof","2, 8, 12, 16","I'm not really sure what they mean and how them apply in my situation"
"rvNVESE3bdfdcwRxjR379g0Lz_-FWzaq2LLwzOKfWyxMCaPrmGBSE6iaWDj9-vCs","697","15","2024-07-04 08:25:21","2024-07-04 08:28:07","2024-07-04 08:28:08","","sleeping at home","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","playing mahjong with my friends","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","kind,passive,active,balanced,relaxed,blue,reliable,organized,carefree,curious,diligent,aloof,nervous,trustful,irritable,assertive,artistic,lazy,subordinate,traditional,sociable,tidy,sympathetic,polite,thoughtless,suspicious,enthusiastic,conventional","","",""
"-8wUeCkuA4Ubnd90Eb1-kok-05IFFWUCiVa_uVD7eNRQnT_IN_nrrHweEOEsnrje","703","15","2024-07-04 08:34:29","2024-07-04 08:57:58","2024-07-04 08:57:58","","I was waiting for the elevator with at least ten people under the heat. That building is always packed with people. Food delivery men were complaining because of how slow the elevator was and it stopped at every floor. ","7","4","4","4","9","4","2","7","8","3","8","4","7","7","7","7","3","6","6","6","7","7","5","4","2","7","7","6","In summer break right now, I would wake up around ten thirty, skip breakfast and lie on my bed scrolling the phone. And then I would have lunch with my family. After lunch, I normally get ready for work and take subway to the workplace. I tutor middle schoolers from 1pm to 8pm. When I get home, it's normally 9pm. My mom and I always watch tv shows together.","4","7","3","3","5","6","7","4","6","4","3","8","7","3","9","8","3","9","8","8","6","3","4","9","3","5","6","6","polite,passive,subordinate,organized,suspicious,kind,trustful,aloof,carefree,balanced,tidy,reliable,assertive,traditional,nervous,diligent,sociable,thoughtless,curious,sympathetic,relaxed,conventional,artistic,enthusiastic,blue,active,irritable,lazy","subordinate,aloof,diligent","3, 8, 16","I'm not sure how they are used while describing a person."
"KmvQkU-4vQsl4XnARq9qIwFmHfTjDBzlUO61BkXLJ412UHHfIYe_Uq2QGYbWZVA9","707","15","2024-07-04 08:54:31","2024-07-04 09:01:37","2024-07-04 09:01:37","","I was doing my daily skin care routine in my room and my cat was walking around me.","1","8","6","1","1","5","1","7","4","7","1","2","1","1","8","1","1","7","10","8","6","6","10","7","1","1","5","5","On a typical week, I just lay on my bed and stay in my room for the whole day.","1","10","10","1","1","5","1","1","1","8","4","1","3","4","6","4","1","10","7","8","10","1","10","5","1","1","1","1","aloof,balanced,traditional,active,blue,enthusiastic,thoughtless,suspicious,assertive,passive,diligent,reliable,organized,lazy,kind,tidy,polite,conventional,irritable,relaxed,curious,sympathetic,carefree,nervous,subordinate,sociable,trustful,artistic","assertive,conventional,subordinate","9, 18, 25","I don't know the english meaning of it"
"xzHxy77VqM-iCiCA0H_CTOP5NcIcU0cjktp_bRh40OkMFt9G0zpEoRopH_uZ1XZ4","716","15","2024-07-04 09:59:48","2024-07-04 10:19:14","2024-07-04 10:19:14","","I played a video game with my boyfriend. He was a fan of ""Honour of Kings"", whereas I was a game retard. Not surprisingly, I did badly in those competitions. I was tired and tried to take a shower to decrease my stress. I knew he cared so much about the victory or not the games, so I did not want to see him blame me or even try to act calm to let me not be influenced by his mood. All in all, the past 1 hour was like a trash.","7","2","1","7","5","4","3","2","2","4","9","3","3","4","5","6","4","3","2","4","8","3","10","2","2","5","3","4","I would go to take lectures at school every Monday and Wednesday. During the intervals between the lecture days, I might go to supermarkets to grab some fresh foods, including meat and vegetables. I was on a diet recently. Therefore, I had only one meal per day, but the figure of me tended to be more slim, which is good!","7","8","8","9","5","7","2","5","4","8","5","4","5","8","4","5","3","8","7","5","2","7","3","8","5","3","8","7","organized,irritable,suspicious,diligent,polite,enthusiastic,sociable,carefree,reliable,subordinate,curious,lazy,conventional,artistic,tidy,aloof,relaxed,active,assertive,kind,nervous,trustful,thoughtless,blue,passive,traditional,sympathetic,balanced","conventional,traditional","13, 26","It is strange to use conventional or traditional to describe the ""me"" in the typical 1 week moment. The word conventional points to emphasize the routine is conventional(everything tends to be the same), or is used to express your actions or traits being traditional? There is a blurry line that should be annotated or readers would not get the meaning of it, which might affect the result of your study."
"swFWTm2Z1nFrwD3bojcc8CM0fTsZB1HuiQ471H2kyl1xHmuTLHJi10A_643S-XoM","720","15","2024-07-04 10:21:16","2024-07-04 10:29:39","2024-07-04 10:29:39","","I was by myself on my computer choosing classes for next year","6","1","1","6","5","1","1","1","1","1","1","1","1","1","1","1","1","1","6","4","4","5","1","1","1","5","1","1","I don’t go out often, only leaving to go to school or work or walk my dog. I text my friends often or call them while playing games.","6","6","4","6","6","4","3","3","3","3","7","4","4","2","5","6","3","7","6","5","8","2","7","7","3","5","4","3","curious,active,irritable,sociable,artistic,carefree,balanced,suspicious,thoughtless,diligent,trustful,enthusiastic,subordinate,nervous,reliable,aloof,kind,passive,polite,sympathetic,conventional,organized,tidy,lazy,assertive,blue,relaxed,traditional","subordinate,traditional","13, 28","not sure what it means in this context"
"rSyqlE6Tdrq90ogddJT6Ftuxp1jCd_1Tsb8SqG4V1O_Wg2ojW1ogcs6au4xmPwmx","733","15","2024-07-04 13:59:24","2024-07-08 12:49:31","2024-07-08 12:49:31","","I was watching a horror movie with friends at a house in the basement.","4","4","8","1","1","3","8","6","1","3","1","7","7","1","3","1","6","6","7","1","9","1","1","8","1","7","3","1","NA","1","4","5","1","4","2","1","8","2","5","2","7","1","2","6","1","2","4","1","7","4","1","1","4","1","5","4","1","subordinate,carefree,active,tidy,traditional,reliable,trustful,organized,nervous,kind,conventional,passive,blue,thoughtless,sociable,polite,curious,sympathetic,suspicious,artistic,lazy,diligent,aloof,relaxed,assertive,irritable,balanced,enthusiastic","","",""
"D7Y8DcWcLmd4V-BwD7B8SACfPjcvs2iW3Zw886OTvBzee0YTWVbV9YrsJ847eeTQ","739","15","2024-07-04 20:11:21","2024-07-04 20:17:42","2024-07-04 20:17:42","","I was at the UBC campus walking to class, alone. ","1","3","4","2","8","6","4","5","1","6","5","4","6","3","6","9","1","5","7","6","3","8","5","7","1","3","6","5","I go to the gym in the mornings, I go to work 2-3 days a week, I go to school 2 days a week, I do homework and readings for class, I talk to my family and friends and customers at work. ","2","6","6","3","7","7","8","6","2","6","6","5","9","4","9","10","4","5","9","9","2","8","4","8","7","5","6","7","tidy,conventional,relaxed,diligent,sociable,carefree,subordinate,curious,enthusiastic,assertive,irritable,artistic,reliable,blue,traditional,suspicious,trustful,aloof,polite,kind,lazy,passive,nervous,active,organized,sympathetic,balanced,thoughtless","","",""
"t5N7jh0Tka2DKx5boiN_b5sQxwY6RJ2HMrJAylwkaqQslBLdD6EMgRiKSDnZ0K7U","742","15","2024-07-04 20:17:33","2024-07-04 20:31:38","2024-07-04 20:31:39","","I was driving to school alone","10","8","3","6","6","8","1","5","1","3","8","1","6","1","10","10","1","6","8","6","10","1","10","6","1","2","5","8","I go to summer session at ubc every tuesday and thursday, and I hang out with my friends on weekends. I sometimes go to dance studio.","5","6","8","3","3","8","6","6","1","3","5","5","9","3","8","10","2","6","3","3","10","5","8","8","3","6","5","6","active,artistic,irritable,carefree,reliable,lazy,blue,kind,suspicious,subordinate,curious,trustful,relaxed,assertive,traditional,sociable,diligent,tidy,passive,nervous,polite,thoughtless,balanced,aloof,organized,sympathetic,enthusiastic,conventional","traditional","15","I'm not quite sure how traditional is decribed as a feeling"
"FINgLPZsztEyUmofndLlksqFHXV976rel9uieaMWr5b0wME_5v9_CqohTFXnpQ1-","748","15","2024-07-04 20:23:46","2024-07-04 20:32:02","2024-07-04 20:32:02","","I was listening the lecture in classroom with my friends.","3","5","10","5","5","10","6","8","10","10","5","8","3","4","10","10","2","10","8","9","10","5","8","10","3","8","10","3","Go to school and learn lectures, after that I studied. ","5","4","6","8","4","6","3","4","5","5","4","7","2","5","7","9","3","7","5","9","5","5","8","7","3","4","6","5","suspicious,organized,active,sociable,kind,curious,assertive,balanced,irritable,relaxed,blue,artistic,polite,diligent,nervous,conventional,enthusiastic,reliable,subordinate,passive,traditional,lazy,aloof,carefree,trustful,sympathetic,thoughtless,tidy","assertive,subordinate,passive","7, 19, 20","Just do not sure"
"Fni5jEphxZmmTTx82wp5v1GbR4PwyrUCVgb_-qEw1LSX6kmZ_XHK_J_roRhvsKaF","757","15","2024-07-04 22:03:51","2024-07-04 22:21:32","2024-07-04 22:21:32","","I was with my coworkers eating lunch in the lunch area at work. We were talking about creepy men and about what classes to take to satisfy the science credit.","3","9","7","2","2","3","3","1","1","1","7","3","6","2","7","7","1","8","1","1","7","1","5","4","1","3","5","1","In a typical week, I go to work, to the lab and back home to sleep and play with my cat. I work in advising, interacting with coworkers, students and people coming in to ask about our centre and our services. I also see my friends a couple days of the week over coffee, dinner or drinks. ","9","2","4","5","5","4","9","8","1","4","3","10","10","1","8","8","3","4","7","7","7","7","3","10","4","8","5","2","lazy,irritable,reliable,active,trustful,conventional,kind,polite,subordinate,tidy,suspicious,thoughtless,diligent,artistic,balanced,blue,sympathetic,carefree,curious,sociable,nervous,enthusiastic,assertive,organized,traditional,passive,relaxed,aloof","conventional,subordinate,suspicious,balanced,traditional,passive,aloof","6, 9, 11, 15, 25, 26, 28","conventional and traditional  - not sure what the definition is - I think of politics and thats why I'm unsure of the adjective in this context. Subordinate and aloof I had to google for a definition as I did not know them at all. Passive and balanced are strange words to put to how I'm feeling in a moment, so I don't know if I understand their meaning."
"Gse_zVTq_c4nCU2Hy-XLHL7ICiGlhcIvlg7uze-_13DU1-NCQ_I6uFXaPpcMlfzf","763","15","2024-07-04 23:36:28","2024-07-04 23:47:58","2024-07-04 23:47:58","","I had just arrived in the library shortly before, by myself, with the intention of reviewing for my class at 6, and maybe enlist in some HSP studies. I ended up signing up for the HSP system. I was also concerned about how to use my time, as there was not too much to review, given there had only been 1 class this semester.","6","5","6","6","3","7","2","3","2","6","6","3","2","3","2","4","2","2","6","4","2","6","8","2","2","3","6","2","I usually spend weekdays getting up early, attending classes and studying, usually going home before 9. I hardly interact with my friends in this time and mostly talk via messaging services or by phone to the people I know. I usually wind down at home, playing games, reading or watching videos before sleeping. On weekends, I relax with my family and leisurely finish up my homework or go out with my friends, attend church and all that entails before getting ready for another week of school.","3","4","3","7","2","6","1","2","3","5","7","5","3","4","4","3","3","3","7","5","4","6","3","6","2","5","7","3","thoughtless,active,aloof,suspicious,nervous,relaxed,polite,traditional,diligent,subordinate,trustful,conventional,carefree,sociable,artistic,tidy,enthusiastic,organized,irritable,blue,passive,reliable,assertive,sympathetic,curious,kind,balanced,lazy","traditional,subordinate","8, 10","I did not understand in what sense traditional was supposed to refer to. Traditional to my ethnic background? To societal expectations in North America?

Similar for subordinate, given I spend much of my week in isolation, being subordinate becomes nebulous a concept."
"dNvK1ZePN3lhVg_jXKaY_5C3sK-laZQlRvrrpPmFYaJ9V_D0KvHu9tGtt7N79Pb8","768","15","2024-07-04 23:42:19","2024-07-04 23:46:43","2024-07-04 23:46:43","","A friend of mine from the states is visiting Vancouver. An hour ago we were enjoying dim sum at sun bo kong. ","1","9","9","1","1","8","10","3","1","8","6","10","10","10","10","10","1","10","3","3","8","7","5","9","4","8","8","10","Classes, grocery shopping, runs and walks around my neighborhood and north to the beaches around kits. Seeing a film at ViFF, the Cinemathique, or Rio. Having friends or lovers over. Cooking meals. Texting and calling friends who live far from here.","3","6","5","3","2","5","8","4","3","6","5","6","10","7","8","8","2","8","7","7","5","4","4","7","3","9","5","8","lazy,artistic,conventional,irritable,tidy,trustful,carefree,subordinate,aloof,passive,active,balanced,sociable,relaxed,diligent,blue,organized,polite,nervous,assertive,curious,thoughtless,enthusiastic,traditional,sympathetic,suspicious,reliable,kind","","",""
"qiEZoQ_9WUd8EhTQgBq7KTwGCRUBoyYUbtpflGSEWtDgtOiY6cCcOSlIbvCGhKgz","773","15","2024-07-04 23:49:36","2024-07-04 23:53:04","2024-07-04 23:53:04","","I was taking the PSYC 218 class in IKB building ","4","8","8","8","7","8","8","8","8","8","8","8","8","4","8","8","4","8","9","4","8","8","8","8","8","9","8","8","I usually go for walk or go to the library and do my homework ","7","8","9","4","3","8","8","8","8","8","8","8","8","4","8","8","4","8","8","4","4","8","8","8","4","8","8","8","blue,relaxed,irritable,active,tidy,carefree,suspicious,balanced,assertive,reliable,kind,polite,subordinate,traditional,aloof,sociable,passive,organized,artistic,thoughtless,trustful,conventional,enthusiastic,nervous,curious,lazy,diligent,sympathetic","aloof","15","I do not find the connection for aloof with my situation "
"7O-DKytKBgSOdr7jymd-SCoRBF0k9q84HeqWlBdmNLiH4AhhHY2g2YIu3ulehvFq","782","15","2024-07-05 00:02:07","2024-07-05 00:25:13","2024-07-05 00:25:13","","I was completing an HSP study on gambling the previous hour. When I met the researcher she briefly described the project to me I completed the informed consent form as well as filling in basic information (e.g. gender, age, nation etc.), thereafter she brought me four stacks of snacks and a can of Sprite, for the first ten minutes of the study, I was required to snack whilst watching a short film of the Simpsons. After the ten minutes were up I completed a series of surveys.","5","5","9","1","1","9","9","7","6","9","6","9","2","2","9","10","1","8","8","9","3","3","5","9","9","6","9","2","在我典型的一周里，通常是周二和周四，我会在学校度过，我早上有一个psyc102预修课。下课后，我会和我的朋友一起去吃午饭，然后我们会去巢穴或ikb完成一些问卷调查或复习讲座，我们有时也会去里士满闲逛。除了那两天，我通常睡觉，直到我自然醒来，下午和朋友一起练习高尔夫.","3","8","10","3","4","8","8","9","3","10","2","8","7","4","10","10","3","10","8","9","3","6","4","10","8","7","10","7","enthusiastic,assertive,blue,reliable,irritable,polite,thoughtless,subordinate,trustful,suspicious,aloof,passive,conventional,sociable,tidy,nervous,sympathetic,relaxed,organized,balanced,carefree,traditional,active,diligent,lazy,curious,kind,artistic","blue,thoughtless,subordinate,traditional,artistic","3, 7, 8, 22, 28","Basic understanding of individual words, but not very good understanding of what these words mean in life"
"vktlHcKLRLZN5r9uRRMtQIHFEHwPpx7Cwo9QOWoJmQoKP9YJMc97RsjwZR9nCzX6","791","15","2024-07-05 00:56:37","2024-07-05 01:08:37","2024-07-05 01:08:37","","An hour ago i was on my way home from my friends house because i carpooled with him to UBC and left my car at his house, then i drove back home and immediately started looking for food. ","10","3","1","4","6","7","8","3","5","7","5","8","9","5","7","8","8","4","3","7","4","7","3","4","9","9","5","7","During the week I usually go to work, school, and to the gym. I usually hang out with my friends, family, and girlfriend. Usually i try to play basketball once or twice a week with my girlfriend and go to the gym the other days.","7","5","9","6","9","6","9","5","8","7","7","9","9","7","9","9","8","7","8","9","8","9","7","9","7","6","7","7","active,traditional,irritable,curious,nervous,trustful,enthusiastic,lazy,balanced,suspicious,aloof,thoughtless,assertive,diligent,sociable,reliable,organized,subordinate,artistic,blue,relaxed,sympathetic,passive,tidy,conventional,kind,carefree,polite","traditional,aloof,subordinate,blue","2, 11, 18, 20","There are many ways someone can be tradition so i wasnt sure if it meant old school or something else. Im not too sure what aloof or blue mean, or subordinate"
"3PXsYEUqDokSJVyil7kJrHZrK_lPYbbJ7oGNE24R1Kt9o90T2E1IVJtMkDDqzpnR","797","15","2024-07-05 02:21:32","2024-07-05 02:57:31","2024-07-05 02:57:31","","I was at my part-time job in a bubble tea store an hour ago. I was with my colleagues, and we were busy preparing drinks for customers. The store was quite crowded, and we were working together to serve the orders quickly and efficiently. The atmosphere was fast-paced and lively, with the sound of blenders and customers chatting in the background.","2","1","6","10","1","10","10","1","10","10","2","10","10","1","10","10","1","10","10","10","2","10","5","10","2","1","10","1"," In a typical week, I attend my online university classes, participating in virtual lectures and group discussions. I work part-time at a bubble tea store, where I interact with my colleagues and serve customers. I also make time for studying at home, hanging out with friends, and engaging in recreational activities like badminton and photography. ","8","9","7","9","2","7","10","2","6","8","2","5","9","2","10","10","1","10","10","10","6","9","2","10","6","1","7","1","blue,diligent,polite,conventional,enthusiastic,passive,traditional,assertive,relaxed,trustful,balanced,artistic,subordinate,carefree,nervous,sociable,reliable,curious,active,organized,suspicious,sympathetic,irritable,thoughtless,aloof,tidy,lazy,kind","blue,subordinate","1, 13","I selected ""blue"" because I am unsure whether it refers to the color or to feeling sad or depressed, as it can be used in both ways. For ""subordinate,"" I am not clear on how it functions as an adjective, specifically whether it describes someone in a lower rank or position or something else entirely."
"fZyOEpuRpSsaskd61ZL1qw2-c4z3Pkv-5u0W2DxtCd-NBakgfGmi0TiwgNXtu-Qf","801","15","2024-07-05 03:00:49","2024-07-05 03:08:19","2024-07-05 03:08:19","","An hour ago I was sleeping alone on the couch at home.","7","6","7","3","7","6","6","6","5","7","7","6","8","7","7","8","4","8","6","7","6","8","3","8","6","6","7","9","Usually, other than going to school, it's an afternoon or evening at a friend's house.","7","6","5","6","5","5","4","4","5","6","7","6","6","6","6","8","6","8","5","5","6","8","3","7","6","7","6","6","tidy,lazy,active,carefree,aloof,assertive,sociable,subordinate,thoughtless,nervous,kind,trustful,organized,blue,irritable,artistic,passive,diligent,polite,balanced,relaxed,reliable,conventional,curious,enthusiastic,traditional,sympathetic,suspicious","irritable,suspicious","15, 28","Uncertainty about the boundaries for determining irritability and paranoia."
"SLjyuTp5ip0Netfi9QW1r8uFlzB0kiE5AlZrNUpCZdAImAWRXXlQBoj9KStRdqPs","809","15","2024-07-05 05:00:29","2024-07-05 05:01:41","2024-07-05 05:01:41","","4g ","5","4","4","5","4","4","5","4","4","4","4","4","5","4","4","5","4","4","5","4","4","5","4","4","5","4","4","5","44","5","5","6","5","5","5","5","5","5","5","5","6","5","5","6","5","5","5","5","5","5","5","5","5","5","5","5","5","kind,active,sociable,subordinate,artistic,passive,relaxed,carefree,nervous,assertive,lazy,trustful,traditional,aloof,curious,organized,conventional,reliable,irritable,sympathetic,balanced,enthusiastic,blue,tidy,thoughtless,polite,diligent,suspicious","passive","6","34"
"wg6k7y_B6nV8YHgoO7RLI0F_9qXPeFheN1Ci4f6Mb-I_UdNPiyjQzSh946i7YdLj","814","15","2024-07-05 07:12:43","2024-07-05 07:23:16","2024-07-05 07:23:16","","I was at work, I was trying to find and packing online orders, I was with my colleagues and I was getting frustrated of not being able to locate the products as well as packing hard goods such as roller skates/ice skates","9","4","2","5","7","4","7","5","9","9","4","4","8","5","4","9","2","8","8","8","1","8","3","8","6","9","4","6","My typical week is usually going to my part-time job, now including studying at the library and going to school for my psyc class, I also dance which I really like. I usually interact more with my parents, I see them most of the time. Other than them, I only see my boyfriend as I don't have friends I see regularly but I do keep in touch with my cousins almost everyday","2","6","4","3","8","7","2","8","6","7","4","8","9","9","7","5","2","8","7","8","7","8","5","10","8","10","7","6","sociable,aloof,sympathetic,tidy,artistic,traditional,balanced,trustful,active,irritable,passive,lazy,enthusiastic,diligent,nervous,curious,reliable,kind,polite,conventional,organized,blue,thoughtless,carefree,assertive,subordinate,suspicious,relaxed","traditional,conventional,blue,subordinate,suspicious","6, 20, 22, 26, 27","Traditional because I don't know what type of tradition we're talking about; I have a similar idea with conventional, I am not sure what the ""usual"" feeling is for everyone; for blue, I see this as a more extreme version of being sad but I don't find myself; subordinate is just something I  feel like is relevant to my workplace but not at home; suspicious - i don't know why i had to feel suspicious about stuff"
